Region,Partikod,Parti,1994,1998,2002,2006,2010,2014,2018
1315 Hylte,V,Vänsterpartiet,2.8,7.6,4.6,3.3,3.2,2.9,3.9
1315 Hylte,SD,Sverigedemokraterna,..,0.1,1.1,4.1,6.9,18.5,25.8
1315 Hylte,A,övriga partier,1.8,3.8,2.7,2.0,1.6,2.2,1.2
1380 Halmstad,M,Moderaterna,24.8,23.9,16.4,27.7,31.6,24.6,21.3
1380 Halmstad,C,Centerpartiet,7.5,4.6,5.8,6.8,6.1,6.3,8.2
1380 Halmstad,L,Liberalerna,6.7,4.5,13.9,7.8,7.6,5.4,5.3
1380 Halmstad,KD,Kristdemokraterna,3.2,10.8,8.5,6.1,5.1,3.9,6.2
1380 Halmstad,MP,Miljöpartiet,4.6,4.2,4.2,4.3,6.4,6.2,3.7
1380 Halmstad,S,Socialdemokraterna,46.2,35.9,40.9,36.1,32.4,33.4,30.4
1380 Halmstad,V,Vänsterpartiet,4.6,9.7,6.9,4.4,4.0,4.5,5.5
1380 Halmstad,SD,Sverigedemokraterna,..,0.4,0.7,2.6,5.3,12.4,17.7
1380 Halmstad,A,övriga partier,2.4,6.1,2.9,4.2,1.7,3.4,1.6
1381 Laholm,M,Moderaterna,23.8,23.4,16.6,27.9,33.4,24.8,18.9
1381 Laholm,C,Centerpartiet,21.3,13.3,16.4,15.8,12.9,11.3,11.7
1381 Laholm,L,Liberalerna,4.4,2.9,10.2,5.5,5.7,3.9,4.5
1381 Laholm,KD,Kristdemokraterna,3.6,13.7,11.5,6.4,4.7,3.9,7.6
1381 Laholm,MP,Miljöpartiet,5.3,4.1,3.6,3.4,4.6,5.1,3.0
1381 Laholm,S,Socialdemokraterna,35.1,28.7,33.0,28.7,25.3,27.0,23.3
1381 Laholm,V,Vänsterpartiet,3.5,7.1,4.8,3.7,3.1,3.0,3.9
1381 Laholm,SD,Sverigedemokraterna,..,0.8,1.2,6.1,8.7,18.3,25.7
1381 Laholm,A,övriga partier,2.9,5.9,2.7,2.3,1.5,2.8,1.4
1382 Falkenberg,M,Moderaterna,21.1,19.5,14.3,24.6,28.9,23.2,18.8
1382 Falkenberg,C,Centerpartiet,18.7,13.8,15.0,14.8,12.6,11.3,12.3
1382 Falkenberg,L,Liberalerna,4.8,3.6,11.3,6.7,6.8,4.0,4.3
1382 Falkenberg,KD,Kristdemokraterna,3.7,11.5,9.0,5.7,4.8,3.9,6.9
1382 Falkenberg,MP,Miljöpartiet,5.0,4.0,3.8,3.9,6.0,5.7,3.4
1382 Falkenberg,S,Socialdemokraterna,40.3,33.1,36.8,35.1,30.0,32.6,30.2
1382 Falkenberg,V,Vänsterpartiet,3.9,8.1,5.5,3.8,3.7,3.9,5.1
1382 Falkenberg,SD,Sverigedemokraterna,..,0.4,1.2,3.0,5.8,13.0,17.5
1382 Falkenberg,A,övriga partier,2.5,6.1,3.0,2.4,1.4,2.2,1.3
1383 Varberg,M,Moderaterna,20.6,20.5,13.8,25.7,31.8,25.2,20.7
1383 Varberg,C,Centerpartiet,15.2,10.9,11.4,12.3,9.9,9.1,11.1
1383 Varberg,L,Liberalerna,5.7,3.6,11.0,6.7,7.4,5.2,5.8
1383 Varberg,KD,Kristdemokraterna,3.9,13.2,9.9,6.2,5.3,4.2,7.5
1383 Varberg,MP,Miljöpartiet,4.4,3.5,4.0,4.3,6.2,6.1,3.7
1383 Varberg,S,Socialdemokraterna,43.0,33.6,39.0,34.8,29.0,31.4,28.3
1383 Varberg,V,Vänsterpartiet,5.3,9.9,7.0,4.7,4.2,4.2,5.6
1383 Varberg,SD,Sverigedemokraterna,..,0.2,1.3,2.8,4.8,11.6,16.1
1383 Varberg,A,övriga partier,1.8,4.6,2.5,2.5,1.4,3.0,1.2
1384 Kungsbacka,M,Moderaterna,35.4,34.2,24.5,39.7,45.5,38.0,30.6
1384 Kungsbacka,C,Centerpartiet,9.0,5.3,5.9,8.4,7.4,7.6,9.7
1384 Kungsbacka,L,Liberalerna,9.6,5.9,19.8,9.9,9.7,8.1,7.6
1384 Kungsbacka,KD,Kristdemokraterna,4.4,15.7,12.1,8.4,7.3,5.5,7.8
1384 Kungsbacka,MP,Miljöpartiet,4.7,3.9,3.8,3.8,5.7,6.0,3.7
1384 Kungsbacka,S,Socialdemokraterna,30.9,24.1,26.2,21.6,15.9,17.1,16.3
1384 Kungsbacka,V,Vänsterpartiet,3.6,6.9,4.7,3.1,2.6,2.9,3.7
1384 Kungsbacka,SD,Sverigedemokraterna,..,0.3,1.2,2.1,4.6,12.0,19.3
1384 Kungsbacka,A,övriga partier,2.2,3.6,1.9,3.0,1.3,2.8,1.2
1401 Härryda,M,Moderaterna,25.2,25.2,17.2,29.6,36.3,29.5,23.9
1401 Härryda,C,Centerpartiet,5.7,3.2,3.9,6.9,6.0,6.2,9.3
1401 Härryda,L,Liberalerna,10.5,6.2,18.9,10.7,10.5,8.2,8.1
1401 Härryda,KD,Kristdemokraterna,4.3,14.0,9.6,7.4,6.4,4.9,6.5
1401 Härryda,MP,Miljöpartiet,6.2,4.8,5.1,5.5,7.6,8.0,5.5
1401 Härryda,S,Socialdemokraterna,39.9,31.6,34.2,29.2,21.9,22.6,21.5
1401 Härryda,V,Vänsterpartiet,5.9,11.3,7.7,5.4,4.6,4.6,5.8
1401 Härryda,SD,Sverigedemokraterna,..,0.3,1.5,2.7,5.6,12.6,17.7
1401 Härryda,A,övriga partier,2.1,3.4,1.7,2.6,1.2,3.5,1.5
1402 Partille,M,Moderaterna,25.9,24.5,16.4,28.3,33.9,27.3,23.2
1402 Partille,C,Centerpartiet,3.6,1.6,1.9,4.6,4.0,4.5,7.9
1402 Partille,L,Liberalerna,11.0,6.6,19.3,10.7,10.0,8.0,7.2
1402 Partille,KD,Kristdemokraterna,5.4,15.4,11.3,8.4,7.1,5.4,6.9
1402 Partille,MP,Miljöpartiet,5.2,4.4,4.5,5.2,7.6,8.0,5.3
1402 Partille,S,Socialdemokraterna,39.7,30.8,34.6,30.4,24.8,24.9,23.8
1402 Partille,V,Vänsterpartiet,6.7,12.5,9.0,6.1,5.1,6.1,8.1
1402 Partille,SD,Sverigedemokraterna,..,0.4,1.4,2.8,5.8,11.6,16.3
1402 Partille,A,övriga partier,2.3,3.8,1.6,3.4,1.7,4.2,1.3
1407 Öckerö,M,Moderaterna,24.8,22.3,18.8,28.4,36.2,30.2,21.9
1407 Öckerö,C,Centerpartiet,3.2,1.3,1.8,3.4,2.8,2.9,5.4
1407 Öckerö,L,Liberalerna,8.8,5.5,13.4,9.3,8.2,6.9,6.6
1407 Öckerö,KD,Kristdemokraterna,17.9,29.2,27.3,21.7,19.3,16.9,19.4
1407 Öckerö,MP,Miljöpartiet,5.1,4.5,3.7,4.5,5.9,5.3,4.6
1407 Öckerö,S,Socialdemokraterna,33.8,26.1,27.7,24.0,18.9,20.4,18.6
1407 Öckerö,V,Vänsterpartiet,4.4,9.1,6.2,4.1,3.1,4.0,4.9
1407 Öckerö,SD,Sverigedemokraterna,..,0.3,0.7,2.3,4.5,10.6,17.5
1407 Öckerö,A,övriga partier,1.9,1.6,0.4,2.5,1.1,2.9,0.9
1415 Stenungsund,M,Moderaterna,23.6,23.1,16.0,27.8,36.1,28.5,23.8
1415 Stenungsund,C,Centerpartiet,7.5,4.4,5.1,7.4,5.9,5.9,7.3
1415 Stenungsund,L,Liberalerna,9.2,5.9,16.5,9.0,8.6,6.5,6.2
1415 Stenungsund,KD,Kristdemokraterna,4.2,15.0,11.3,7.3,6.2,4.4,6.8
1415 Stenungsund,MP,Miljöpartiet,6.0,4.3,4.2,5.0,7.1,6.4,4.1
1415 Stenungsund,S,Socialdemokraterna,41.8,33.6,37.3,31.4,25.8,27.6,25.9
1415 Stenungsund,V,Vänsterpartiet,5.2,11.4,6.8,5.1,4.2,4.2,5.4
1415 Stenungsund,SD,Sverigedemokraterna,..,0.4,1.3,2.6,4.9,13.7,19.3
1415 Stenungsund,A,övriga partier,2.4,2.0,1.6,4.3,1.3,2.8,1.1
1419 Tjörn,M,Moderaterna,26.8,23.2,16.1,29.5,36.1,28.9,21.6
1419 Tjörn,C,Centerpartiet,6.1,2.8,3.8,6.3,5.6,5.5,7.7
1419 Tjörn,L,Liberalerna,10.6,7.6,17.6,11.1,9.9,7.5,6.9
1419 Tjörn,KD,Kristdemokraterna,11.1,26.1,22.0,15.9,13.2,10.1,12.3
1419 Tjörn,MP,Miljöpartiet,5.2,3.8,3.7,4.2,5.9,5.5,3.8
1419 Tjörn,S,Socialdemokraterna,33.5,25.5,28.7,24.8,20.4,22.1,20.6
1419 Tjörn,V,Vänsterpartiet,3.7,7.6,5.4,4.0,3.0,3.5,5.1
1419 Tjörn,SD,Sverigedemokraterna,..,0.5,1.9,2.0,5.0,14.2,20.8
1419 Tjörn,A,övriga partier,3.2,2.9,0.8,2.2,0.9,2.8,1.3
1421 Orust,M,Moderaterna,21.6,21.0,14.6,25.8,33.9,24.4,19.4
1421 Orust,C,Centerpartiet,12.2,7.5,9.3,11.7,8.8,8.6,10.1
1421 Orust,L,Liberalerna,8.4,5.2,14.6,8.0,8.3,5.9,5.2
1421 Orust,KD,Kristdemokraterna,3.6,16.1,11.3,8.0,6.3,4.5,6.7
1421 Orust,MP,Miljöpartiet,6.0,4.1,4.6,4.8,6.4,5.4,3.8
1421 Orust,S,Socialdemokraterna,39.8,31.2,35.6,31.0,25.6,27.4,25.4
1421 Orust,V,Vänsterpartiet,6.2,12.6,8.1,5.1,4.7,5.3,6.7
1421 Orust,SD,Sverigedemokraterna,..,0.2,1.3,2.6,4.7,15.2,21.2
1421 Orust,A,övriga partier,2.3,2.1,0.5,3.1,1.2,3.3,1.5
1427 Sotenäs,M,Moderaterna,22.2,23.8,19.1,30.2,39.1,31.4,24.7
1427 Sotenäs,C,Centerpartiet,6.6,3.8,4.6,6.4,4.6,5.2,7.9
1427 Sotenäs,L,Liberalerna,9.8,5.9,15.0,10.3,8.2,6.6,5.3
1427 Sotenäs,KD,Kristdemokraterna,4.1,14.8,10.7,9.7,8.0,5.4,8.1
1427 Sotenäs,MP,Miljöpartiet,5.5,3.9,3.4,3.3,4.3,3.7,2.7
1427 Sotenäs,S,Socialdemokraterna,46.3,37.5,39.2,31.7,27.2,29.1,24.9
1427 Sotenäs,V,Vänsterpartiet,4.2,8.4,5.9,3.7,3.7,3.9,4.7
1427 Sotenäs,SD,Sverigedemokraterna,..,0.2,1.0,2.2,4.2,12.4,20.5
1427 Sotenäs,A,övriga partier,1.2,1.6,1.2,2.7,0.7,2.2,1.1
1430 Munkedal,M,Moderaterna,16.7,15.3,10.7,20.1,26.0,19.5,16.8
1430 Munkedal,C,Centerpartiet,15.9,11.5,14.1,14.2,11.8,9.8,9.2
1430 Munkedal,L,Liberalerna,4.7,2.9,9.0,5.9,5.3,3.2,3.1
1430 Munkedal,KD,Kristdemokraterna,4.2,15.3,12.1,8.0,7.0,5.0,7.2
1430 Munkedal,MP,Miljöpartiet,6.3,4.2,3.3,3.3,3.9,3.2,2.4
1430 Munkedal,S,Socialdemokraterna,44.9,36.0,40.4,38.3,32.8,31.8,26.2
1430 Munkedal,V,Vänsterpartiet,5.2,12.3,7.0,4.7,5.1,5.5,6.2
1430 Munkedal,SD,Sverigedemokraterna,..,0.4,2.2,3.3,7.2,19.2,27.4
1430 Munkedal,A,övriga partier,2.1,2.1,1.3,2.2,0.9,2.7,1.4
1435 Tanum,M,Moderaterna,22.7,21.4,14.5,26.8,32.6,27.9,22.9
1435 Tanum,C,Centerpartiet,19.7,14.5,18.6,19.0,15.4,13.4,12.4
1435 Tanum,L,Liberalerna,8.3,5.7,14.2,8.7,9.2,6.7,5.5
1435 Tanum,KD,Kristdemokraterna,3.2,15.2,10.5,7.1,5.8,3.8,6.7
1435 Tanum,MP,Miljöpartiet,7.7,6.0,5.0,4.7,6.3,5.2,3.5
1435 Tanum,S,Socialdemokraterna,32.0,25.9,29.3,25.2,22.0,23.5,22.7
1435 Tanum,V,Vänsterpartiet,4.0,9.5,5.9,3.5,3.4,4.0,5.1
1435 Tanum,SD,Sverigedemokraterna,..,0.3,0.6,2.2,4.4,11.8,19.5
1435 Tanum,A,övriga partier,2.3,1.5,1.5,2.7,1.0,4.0,1.8
1438 Dals-Ed,M,Moderaterna,17.0,15.6,10.8,19.8,27.2,18.5,16.2
1438 Dals-Ed,C,Centerpartiet,20.2,15.2,17.9,17.1,15.8,13.8,12.7
1438 Dals-Ed,L,Liberalerna,4.8,3.1,6.4,4.7,4.6,2.8,2.9
1438 Dals-Ed,KD,Kristdemokraterna,8.9,20.4,17.2,12.0,9.2,7.1,10.4
1438 Dals-Ed,MP,Miljöpartiet,7.7,4.9,3.7,2.8,3.7,2.7,2.2
1438 Dals-Ed,S,Socialdemokraterna,36.3,30.7,37.9,33.9,28.4,29.4,24.1
1438 Dals-Ed,V,Vänsterpartiet,3.7,8.3,4.3,3.1,3.9,2.8,3.0
1438 Dals-Ed,SD,Sverigedemokraterna,..,1.0,0.3,1.9,6.1,20.3,27.0
1438 Dals-Ed,A,övriga partier,1.4,0.8,1.6,4.7,1.0,2.7,1.5
1439 Färgelanda,M,Moderaterna,15.7,14.1,9.2,17.5,24.5,13.0,13.3
1439 Färgelanda,C,Centerpartiet,22.0,17.4,19.5,18.7,14.9,13.8,12.2
1439 Färgelanda,L,Liberalerna,5.7,3.9,10.8,6.3,4.9,3.2,2.9
1439 Färgelanda,KD,Kristdemokraterna,3.5,13.2,10.0,5.6,5.2,3.7,5.7
1439 Färgelanda,MP,Miljöpartiet,4.7,2.9,2.0,2.1,3.0,2.6,1.6
1439 Färgelanda,S,Socialdemokraterna,42.9,37.0,39.8,38.1,34.1,34.3,26.6
1439 Färgelanda,V,Vänsterpartiet,4.2,9.6,6.1,3.7,4.1,3.4,4.4
1439 Färgelanda,SD,Sverigedemokraterna,..,0.4,1.6,4.2,8.6,24.0,32.1
1439 Färgelanda,A,övriga partier,1.5,1.6,0.9,3.6,0.8,2.0,1.2
1440 Ale,M,Moderaterna,17.2,16.7,11.1,21.2,28.2,22.2,18.8
1440 Ale,C,Centerpartiet,7.6,4.9,5.4,7.0,5.0,5.1,7.0
1440 Ale,L,Liberalerna,6.2,3.4,12.1,7.2,6.5,4.3,4.7
1440 Ale,KD,Kristdemokraterna,4.1,13.3,10.2,7.1,5.8,4.4,6.3
1440 Ale,MP,Miljöpartiet,4.8,4.4,4.1,4.2,6.0,5.6,3.9
1440 Ale,S,Socialdemokraterna,49.9,39.7,43.9,40.0,33.0,32.3,27.9
1440 Ale,V,Vänsterpartiet,7.8,15.9,10.3,7.2,6.1,6.3,7.6
1440 Ale,SD,Sverigedemokraterna,..,0.3,2.1,3.9,8.1,16.3,22.3
1440 Ale,A,övriga partier,2.4,1.2,0.9,2.2,1.4,3.5,1.4
1441 Lerum,M,Moderaterna,27.0,25.2,17.3,30.0,35.1,27.4,23.5
1441 Lerum,C,Centerpartiet,5.4,2.9,3.4,6.3,5.1,6.0,8.6
1441 Lerum,L,Liberalerna,10.3,5.9,18.1,10.2,10.0,7.9,7.4
1441 Lerum,KD,Kristdemokraterna,5.5,17.5,12.1,8.8,7.0,5.6,7.4
1441 Lerum,MP,Miljöpartiet,6.9,5.6,5.0,6.4,8.8,8.5,5.7
1441 Lerum,S,Socialdemokraterna,36.9,28.4,32.9,27.5,22.3,23.6,22.5
1441 Lerum,V,Vänsterpartiet,5.8,12.4,8.5,5.6,5.1,5.0,6.6
1441 Lerum,SD,Sverigedemokraterna,..,0.3,1.7,2.5,5.4,12.0,17.0
1441 Lerum,A,övriga partier,2.2,1.9,0.9,2.8,1.2,4.0,1.3
1442 Vårgårda,M,Moderaterna,16.9,15.0,10.6,18.4,23.2,18.0,15.0
1442 Vårgårda,C,Centerpartiet,16.3,11.3,12.3,13.6,11.9,11.9,12.4
1442 Vårgårda,L,Liberalerna,7.2,4.4,10.0,7.6,8.2,4.3,4.3
1442 Vårgårda,KD,Kristdemokraterna,12.8,24.9,23.4,16.6,13.2,10.4,12.4
1442 Vårgårda,MP,Miljöpartiet,6.8,5.4,4.2,4.7,6.2,5.2,3.6
1442 Vårgårda,S,Socialdemokraterna,34.0,27.2,31.3,29.5,26.6,28.0,24.8
1442 Vårgårda,V,Vänsterpartiet,4.4,10.3,6.3,4.2,4.1,4.3,5.6
1442 Vårgårda,SD,Sverigedemokraterna,..,0.2,0.6,3.2,5.9,15.7,20.6
1442 Vårgårda,A,övriga partier,1.7,1.3,1.3,2.2,0.8,2.2,1.3
1443 Bollebygd,M,Moderaterna,23.3,23.2,16.6,27.1,33.1,24.6,20.2
1443 Bollebygd,C,Centerpartiet,10.6,6.6,7.8,9.4,7.2,7.9,8.9
1443 Bollebygd,L,Liberalerna,5.2,2.8,10.9,6.6,6.5,4.7,5.6
1443 Bollebygd,KD,Kristdemokraterna,5.4,15.7,13.9,8.5,6.5,5.1,7.7
1443 Bollebygd,MP,Miljöpartiet,5.4,5.2,4.5,3.5,6.1,5.2,4.1
1443 Bollebygd,S,Socialdemokraterna,43.2,34.0,37.3,32.4,26.6,27.0,23.4
1443 Bollebygd,V,Vänsterpartiet,4.9,10.6,7.0,5.6,4.7,4.3,5.2
1443 Bollebygd,SD,Sverigedemokraterna,..,0.2,1.5,3.8,8.2,18.5,23.9
1443 Bollebygd,A,övriga partier,1.9,1.7,0.5,3.2,1.0,2.6,1.0
1444 Grästorp,M,Moderaterna,26.0,24.6,18.3,29.5,31.6,23.6,21.1
1444 Grästorp,C,Centerpartiet,19.5,13.0,17.0,16.4,14.1,13.0,12.9
1444 Grästorp,L,Liberalerna,4.4,3.8,9.4,4.5,5.2,3.3,3.5
1444 Grästorp,KD,Kristdemokraterna,4.4,16.9,12.3,6.4,4.2,4.2,7.2
1444 Grästorp,MP,Miljöpartiet,5.6,3.0,2.9,2.4,3.6,3.6,2.0
1444 Grästorp,S,Socialdemokraterna,33.4,28.8,33.2,32.6,30.5,30.7,25.7
1444 Grästorp,V,Vänsterpartiet,4.4,8.6,5.2,3.6,3.5,3.9,3.2
1444 Grästorp,SD,Sverigedemokraterna,..,0.0,1.2,2.3,6.3,15.8,23.2
1444 Grästorp,A,övriga partier,2.1,1.4,0.4,2.4,1.0,2.0,1.2
1445 Essunga,M,Moderaterna,24.4,23.2,17.8,27.4,31.4,24.2,20.5
1445 Essunga,C,Centerpartiet,23.0,15.7,18.7,18.2,12.6,11.4,12.0
1445 Essunga,L,Liberalerna,5.3,3.1,8.7,4.6,5.0,2.8,2.7
1445 Essunga,KD,Kristdemokraterna,4.4,15.0,12.3,7.5,6.4,4.3,6.8
1445 Essunga,MP,Miljöpartiet,4.5,4.1,2.7,3.0,4.2,4.1,2.5
1445 Essunga,S,Socialdemokraterna,32.4,29.2,33.0,29.8,29.3,30.7,25.8
1445 Essunga,V,Vänsterpartiet,3.6,7.8,5.7,4.3,3.9,3.8,5.8
1445 Essunga,SD,Sverigedemokraterna,..,0.2,0.3,2.9,6.2,16.0,22.9
1445 Essunga,A,övriga partier,2.4,1.7,0.9,2.2,1.0,2.5,1.1
1446 Karlsborg,M,Moderaterna,19.7,17.1,13.6,22.1,26.9,17.2,16.1
1446 Karlsborg,C,Centerpartiet,11.5,6.8,10.2,13.5,11.0,9.7,10.7
1446 Karlsborg,L,Liberalerna,5.1,3.9,9.5,6.1,7.7,6.0,5.3
1446 Karlsborg,KD,Kristdemokraterna,4.3,16.5,12.4,7.4,6.5,5.8,8.5
1446 Karlsborg,MP,Miljöpartiet,5.2,3.5,3.2,2.8,4.3,3.6,2.2
1446 Karlsborg,S,Socialdemokraterna,46.8,40.2,43.5,39.4,33.6,35.0,28.4
1446 Karlsborg,V,Vänsterpartiet,4.7,10.3,6.2,3.8,3.4,3.2,5.1
1446 Karlsborg,SD,Sverigedemokraterna,..,0.1,0.5,2.6,5.8,17.7,22.5
1446 Karlsborg,A,övriga partier,2.6,1.6,0.9,2.3,0.7,1.8,1.2
1447 Gullspång,M,Moderaterna,17.3,16.6,11.6,17.8,22.7,16.0,13.9
1447 Gullspång,C,Centerpartiet,12.4,8.7,10.7,11.2,7.5,7.9,8.6
1447 Gullspång,L,Liberalerna,3.7,1.9,6.8,4.7,4.9,2.4,2.5
1447 Gullspång,KD,Kristdemokraterna,5.4,13.6,10.9,7.0,5.3,3.8,5.4
1447 Gullspång,MP,Miljöpartiet,5.5,5.6,3.9,3.0,3.7,3.1,2.2
1447 Gullspång,S,Socialdemokraterna,47.1,37.1,42.9,43.1,43.9,42.3,35.5
1447 Gullspång,V,Vänsterpartiet,6.2,14.7,8.1,5.3,5.1,5.3,5.9
1447 Gullspång,SD,Sverigedemokraterna,..,0.3,2.7,3.7,6.2,16.4,23.9
1447 Gullspång,A,övriga partier,2.3,1.4,2.3,4.3,0.7,2.9,2.2
1452 Tranemo,M,Moderaterna,20.5,18.9,12.3,21.2,26.7,20.4,17.9
1452 Tranemo,C,Centerpartiet,18.6,13.9,15.4,17.6,14.1,13.2,14.0
1452 Tranemo,L,Liberalerna,5.8,3.5,8.9,5.8,5.9,3.5,3.8
1452 Tranemo,KD,Kristdemokraterna,4.0,13.6,11.8,6.5,5.5,4.1,6.2
1452 Tranemo,MP,Miljöpartiet,4.7,4.5,3.3,3.1,4.9,4.5,2.7
1452 Tranemo,S,Socialdemokraterna,42.2,38.0,42.1,36.1,32.0,33.3,29.9
1452 Tranemo,V,Vänsterpartiet,2.8,7.0,5.0,3.5,3.1,3.2,4.5
1452 Tranemo,SD,Sverigedemokraterna,..,0.1,0.9,3.9,6.9,15.4,19.8
1452 Tranemo,A,övriga partier,1.3,0.6,0.3,2.4,0.9,2.4,1.1
1460 Bengtsfors,M,Moderaterna,16.8,16.0,8.9,16.6,23.1,15.9,14.3
1460 Bengtsfors,C,Centerpartiet,13.9,9.5,14.1,14.4,10.9,9.6,9.3
1460 Bengtsfors,L,Liberalerna,5.6,3.5,9.0,4.9,5.2,3.0,2.6
1460 Bengtsfors,KD,Kristdemokraterna,5.4,14.1,10.5,6.9,5.8,4.5,7.4
1460 Bengtsfors,MP,Miljöpartiet,4.3,3.8,3.0,4.1,4.9,3.3,2.3
1460 Bengtsfors,S,Socialdemokraterna,48.2,41.5,46.2,42.8,38.5,37.5,31.8
1460 Bengtsfors,V,Vänsterpartiet,4.7,10.5,6.9,5.5,5.1,3.7,5.3
1460 Bengtsfors,SD,Sverigedemokraterna,..,0.1,0.2,2.1,5.6,19.2,25.9
1460 Bengtsfors,A,övriga partier,1.2,1.0,1.1,2.8,0.8,3.2,1.1
1461 Mellerud,M,Moderaterna,18.7,17.8,12.7,20.5,26.5,18.4,16.4
1461 Mellerud,C,Centerpartiet,21.1,13.5,15.3,15.9,13.3,12.6,12.0
1461 Mellerud,L,Liberalerna,4.5,3.2,9.6,5.3,6.1,3.3,2.7
1461 Mellerud,KD,Kristdemokraterna,5.2,16.0,13.4,9.4,6.4,4.8,7.1
1461 Mellerud,MP,Miljöpartiet,6.9,5.4,3.1,3.1,4.5,3.3,2.5
1461 Mellerud,S,Socialdemokraterna,37.2,30.8,35.7,34.2,29.7,30.6,25.3
1461 Mellerud,V,Vänsterpartiet,4.0,9.6,6.3,5.0,5.0,3.7,4.3
1461 Mellerud,SD,Sverigedemokraterna,..,0.3,1.9,4.3,7.7,21.1,28.5
1461 Mellerud,A,övriga partier,2.4,3.4,2.0,2.2,0.7,2.2,1.1
1462 Lilla Edet,M,Moderaterna,13.4,13.2,10.2,17.7,22.3,15.4,14.4
1462 Lilla Edet,C,Centerpartiet,11.2,7.8,8.5,9.1,6.5,6.3,6.7
1462 Lilla Edet,L,Liberalerna,4.1,3.0,9.7,5.4,6.0,3.5,3.8
1462 Lilla Edet,KD,Kristdemokraterna,3.3,11.3,8.0,5.5,3.8,3.0,5.2
1462 Lilla Edet,MP,Miljöpartiet,4.6,4.4,4.7,3.8,4.7,4.2,2.9
1462 Lilla Edet,S,Socialdemokraterna,52.1,40.6,45.6,42.5,37.9,35.3,28.7
1462 Lilla Edet,V,Vänsterpartiet,8.5,16.8,9.8,7.9,7.3,6.4,7.3
1462 Lilla Edet,SD,Sverigedemokraterna,..,0.9,2.7,5.2,10.1,22.7,29.8
1462 Lilla Edet,A,övriga partier,2.7,1.8,0.8,3.0,1.4,3.1,1.4
1463 Mark,M,Moderaterna,17.5,16.7,11.1,20.4,24.5,18.9,16.0
1463 Mark,C,Centerpartiet,13.3,9.2,10.5,11.8,9.3,8.9,10.7
1463 Mark,L,Liberalerna,4.4,2.4,9.5,5.3,7.5,5.2,5.5
1463 Mark,KD,Kristdemokraterna,4.7,14.9,12.1,7.8,6.7,5.2,7.1
1463 Mark,MP,Miljöpartiet,4.6,4.3,4.1,4.0,5.7,5.4,3.3
1463 Mark,S,Socialdemokraterna,48.6,38.6,42.8,38.3,34.0,33.2,29.1
1463 Mark,V,Vänsterpartiet,5.5,12.7,8.1,6.4,5.6,5.6,7.3
1463 Mark,SD,Sverigedemokraterna,..,0.2,1.0,2.9,5.8,14.8,19.8
1463 Mark,A,övriga partier,1.3,1.0,0.9,3.0,0.9,2.9,1.3
1465 Svenljunga,M,Moderaterna,21.8,20.4,13.7,24.0,29.0,21.3,17.4
1465 Svenljunga,C,Centerpartiet,18.5,12.1,15.2,16.3,14.1,11.4,11.9
1465 Svenljunga,L,Liberalerna,6.2,3.6,10.4,6.2,6.5,4.0,4.3
1465 Svenljunga,KD,Kristdemokraterna,4.2,16.3,12.7,7.7,5.2,4.2,6.8
1465 Svenljunga,MP,Miljöpartiet,5.0,3.7,3.3,2.2,3.8,3.5,2.1
1465 Svenljunga,S,Socialdemokraterna,40.0,34.2,38.2,34.2,29.3,30.2,25.8
1465 Svenljunga,V,Vänsterpartiet,3.0,8.7,4.8,2.6,3.1,3.2,4.1
1465 Svenljunga,SD,Sverigedemokraterna,..,0.1,0.9,2.9,7.9,19.0,25.6
1465 Svenljunga,A,övriga partier,1.3,1.0,0.8,4.0,1.0,3.1,2.0
1466 Herrljunga,M,Moderaterna,19.0,16.4,12.1,21.3,24.7,18.9,16.8
1466 Herrljunga,C,Centerpartiet,19.8,13.6,16.0,15.5,13.0,12.7,12.4
1466 Herrljunga,L,Liberalerna,6.2,5.2,9.8,6.9,7.2,4.2,4.9
1466 Herrljunga,KD,Kristdemokraterna,7.9,19.8,17.1,10.6,9.0,7.0,8.8
1466 Herrljunga,MP,Miljöpartiet,5.9,4.6,3.5,3.2,5.3,4.3,2.8
1466 Herrljunga,S,Socialdemokraterna,35.1,28.8,32.7,31.0,27.2,28.4,24.8
1466 Herrljunga,V,Vänsterpartiet,4.6,9.5,6.6,4.9,4.9,4.3,6.0
1466 Herrljunga,SD,Sverigedemokraterna,..,0.1,1.2,3.6,7.9,17.4,21.8
1466 Herrljunga,A,övriga partier,1.6,2.1,1.0,3.0,0.7,2.7,1.7
1470 Vara,M,Moderaterna,26.1,25.2,19.6,28.6,33.0,25.7,21.5
1470 Vara,C,Centerpartiet,21.2,14.1,16.2,16.0,12.4,11.0,11.8
1470 Vara,L,Liberalerna,5.1,3.1,8.9,4.9,5.6,3.3,3.4
1470 Vara,KD,Kristdemokraterna,4.7,16.3,12.5,7.8,6.2,4.1,6.5
1470 Vara,MP,Miljöpartiet,5.1,3.3,2.7,2.3,3.7,3.4,1.9
1470 Vara,S,Socialdemokraterna,31.9,27.7,33.3,32.1,28.3,29.6,24.9
1470 Vara,V,Vänsterpartiet,3.7,7.9,5.6,4.1,4.1,4.0,4.9
1470 Vara,SD,Sverigedemokraterna,..,0.3,1.0,2.2,5.8,17.1,23.7
1470 Vara,A,övriga partier,2.3,2.1,0.3,1.9,0.8,1.8,1.3
1471 Götene,M,Moderaterna,18.0,16.7,11.6,21.0,25.5,18.9,15.4
